,phrase,lf-label
155, НОРЕМ ИССЛЕДОВАТЬ ТАК НАЗЫВАТЬ ЗАЩИТНЫЙ ПЕССИМИЗМ СТРАТЕГИЯ ПОВЕДЕНИЕ КОГДА ЧЕЛОВЕК СТРЕМИТЬСЯ МЫСЛЕННО ПРОИГРЫВАТЬ ПРЕДСТОЯЩИЙ СИТУАЦИЯ УЧИТЫВАТЬ МЕЛКИЙ ПРЕПЯТСТВИЕ С КОТОРЫЙ ОН МОЧЬ СТАЛКИВАТЬСЯ,notLF
156, ПРЕДПОЛАГАТЬ ОН ГОТОВИТЬСЯ К ПУБЛИЧНЫЙ ВЫСТУПЛЕНИЕ,notLF
157, ТОГДА ОН ДОЛЖЕН ПРЕДСТАВЛЯТЬ СЕБЯ ЧТО ОН ПРИХОДИТЬСЯ ДЕЛАТЬ ЕСЛИ ВДРУГ ОБРЫВАТЬСЯ ШНУР МИКРОФОН ПОЛЕТЕТЬ НА ПОЛ ОН КОНСПЕКТ ИЛИ НА ОН ВДРУГ НАПАДАТЬ ПРИСТУП КАШЕЛЬ,LF
158, ОН ДОЛЖЕН ПОМНИТЬ И О МАССА ДРУГОЙ МЕЛОЧЬ СПОСОБНЫЙ СВОДИТЬ НА НЕТ ДАЖЕ САМЫЙ УДАЧНЫЙ ВЫСТУПЛЕНИЕ,notLF
159, ЗАЩИТНЫЙ ПЕССИМИЗМ ОКАЗЫВАТЬСЯ ПО РЕЗУЛЬТАТ НИЧУТЬ НЕ ПЛОХОЙ СТРАТЕГИЧЕСКИЙ ОПТИМИЗМ ЗАСТАВЛЯТЬ ЧЕЛОВЕК ТЩАТЕЛЬНО ИЗБЕГАТЬ МЫСЛЬ О ПЛОХОЙ,notLF
160, РАЗМЫШЛЕНИЕ О ПОМЕХИ ПОЗВОЛЯТЬ ПОЛНО ОХВАТЫВАТЬ ПРЕДМЕТ ВИДЕТЬ ВЕСЬ ОН СТОРОНА И ТАКОЙ ОБРАЗ БУДИТЬ ВООБРАЖЕНИЕ,notLF
161, В ОДИН ИЗ СПЕЦИАЛЬНО ПОДГОТАВЛИВАТЬ ПСИХОЛОГИЧЕСКИЙ ЭКСПЕРИМЕНТ УЧАСТВОВАТЬ ТОТ КТО ПО ХАРАКТЕР МОЖНО БЫТЬ БЫ ПРИЧИСЛЯТЬ К СТРАТЕГИЧЕСКИЙ ОПТИМИСТ И ТОТ КТО БЫТЬ СКЛОННЫЙ К ЗАЩИТНЫЙ ПЕССИМИЗМ,notLF
162, ВЕСЬ УЧАСТНИК РАЗДЕЛЯТЬ БЕЗ ПРЕДВАРИТЕЛЬНЫЙ ОТБОР НА ТРИ ГРУППА,notLF
163, КАЖДЫЙ ПРЕДСТОЯТЬ БРОСАТЬ ДРОТИК В МИШЕНЬ,notLF
164, ОДИН ПРЕДЛАГАТЬ ВООБРАЖАТЬ МНОЖЕСТВО ПОМЕХИ И ИЗОБРЕТАТЬ СПОСОБ ОНИ ПРЕОДОЛЕНИЕ,notLF
165, ДРУГОЙ ДОЛЖЕН БЫТЬ ДУМАТЬ ЧТО ВСЕ ПРОХОДИТЬ ГЛАДКО И УЧАСТНИК ЭТОТ ГРУППА ДЕМОНСТРИРОВАТЬ ВЕРХ СОВЕРШЕНСТВО,LF
166, ТРЕТИЙ ГРУППА БЫТЬ СКАЗАТЬ НЕ ДУМАТЬ НИ О ЧТО А МЫСЛЕННО КУПАТЬСЯ И ЗАГОРАТЬ НА ПЛЯЖ,LF
167, ПОПАДАТЬ В СВОЙ ПРИВЫЧНЫЙ СТИХИЯ ТО ЕСТЬ ПРЕДСТАВЛЯТЬ СЕБЯ РАЗНЫЙ НЕПРИЯТНОСТЬ ПЕССИМИСТ ПОКАЗЫВАТЬ БЛЕСТЯЩИЙ РЕЗУЛЬТАТ,notLF
168, ПЛОХО У ОНИ ПОЛУЧАТЬСЯ КОГДА ОНИ ПЫТАТЬСЯ ПРЕДСТАВЛЯТЬ СЕБЯ НЕПОБЕДИМЫЙ ЧЕМПИОН И СОВСЕМ ПЛОХО ПОЛУЧАТЬСЯ КОГДА ОНИ ПЫТАТЬСЯ ВООБЩЕ НИ О ЧТО НЕ ДУМАТЬ,notLF
169, ОПТИМИСТ ЖЕ НАОБОРОТ ДОБИВАТЬСЯ ЛУЧШИЙ РЕЗУЛЬТАТ ПОСЛЕ БЕЗДУМНЫЙ ОТДЫХ НА ПЛЯЖ И ДОБИВАТЬСЯ НАИХУДШИЙ ПОСЛЕ ТО КАК ПЫТАТЬСЯ ПРЕДСТАВЛЯТЬ СЕБЯ В РОЛЬ ПЕССИМИСТ И НАЧИНАТЬ ЗАДУМЫВАТЬСЯ О ВОЗМОЖНЫЙ ПРЕПЯТСТВИЕ И ТРУДНОСТЬ ПРИ ВЫПОЛНЕНИЕ ЗАДАНИЕ,LF
170, ИЗ ЭТО ДОКТОР НОРЕМ ДЕЛАТЬ ВЫВОД ОПТИМИЗМ И ПЕССИМИЗМ СТАНОВИТЬСЯ У КАЖДЫЙ ВТОРОЙ НАТУРА КОРЕНИТЬСЯ КАК В ВОСПИТАНИЕ ТАК ВИДИМО И В ВРОЖДЕННЫЙ ПРЕДРАСПОЛОЖЕНИЕ,LF
171, НО САМЫЙ ГЛАВНОЕ ТО ЧТО ПРИ РЕШЕНИЕ ОПРЕДЕЛЕННЫЙ ЗАДАЧА СТРУКТУРА КОТОРЫЙ СХОЖИЙ С ТОТ ЧТО ДЕЛАТЬ В ЭКСПЕРИМЕНТ ЗАЩИТНЫЙ ПЕССИМИЗМ ЕСЛИ ОН ЕСТЕСТВЕННЫЙ ДЛЯ ЧЕЛОВЕК ОКАЗЫВАТЬСЯ НИЧТО НЕ ПЛОХОЙ СТРАТЕГИЧЕСКИЙ ОПТИМИЗМ,LF
172, О ВРОЖДЕННОСТЬ ДВА ТИП МИРОВОСПРИЯТИЕ ГОВОРИТЬ НА ВАШИНГТОНСКИЙ СИМПОЗИУМ НЕ РАЗ,notLF
173, ТО ЧТО ОПТИМИЗМ И ПЕССИМИЗМ СВЯЗЫВАТЬ С ТИП ТЕМПЕРАМЕНТ БЫТЬ ИЗВЕСТНЫЙ ЕЩЕ АРИСТОТЕЛЬ,notLF
174, ГОВОРИТЬ НА СИМПОЗИУМ И О ТО В КАКОЙ СТЕПЕНЬ ПЕССИМИЗМ И ОПТИМИЗМ МОЧЬ БЫТЬ СВОЙСТВЕННЫЙ ТОТ ИЛИ ИНОЙ КУЛЬТУРА,notLF
175, В ЭТОТ ОБЛАСТЬ ИССЛЕДОВАНИЕ ПСИХОЛОГ ТОЛЬКО НАЧИНАТЬСЯ НО УЖЕ ДОКАЗЫВАТЬ НАПРИМЕР ЧТО ВЫХОДЕЦ ИЗ АЗИЯ ЖИТЬ В АМЕРИКА БОЛЕЕ ПЕССИМИСТИЧНЫЙ ЧЕМ ВЫХОДЕЦ С КАВКАЗ,LF
176, ДОВОЛЬНО РАСПРОСТРАНЯТЬ МНЕНИЕ ЧТО ПЕССИМИСТИЧЕСКИЙ ВЗГЛЯД НА ВЕЩЬ ДОЛЖЕН НЕБЛАГОПРИЯТНО СКАЗЫВАТЬСЯ НА ЗДОРОВЬЕ И ЧТО УЛЫБАТЬСЯ ПОЭТОМУ ПОЛЕЗНЫЙ ЧЕМ ХМУРИТЬСЯ,notLF
177, ОДНАКО НА ПОВЕРКА ОКАЗЫВАТЬСЯ ЧТО И ЭТО НЕ ВСЕГДА ВЕРНЫЙ,notLF
178, ДОБРОВОЛЕЦ ВЫБИРАТЬ СЛУЧАЙНЫЙ ОБРАЗ ПРЕДЛАГАТЬ ВСПОМИНАТЬ САМЫЙ ТРАГИЧЕСКИЙ СОБЫТИЕ СВОЙ ЖИЗНЬ ПОРАЗМЫСЛИТЬ НАД ОНИ НЕСКОЛЬКО ДЕНЬ А ЗАТЕМ ОПИСЫВАТЬ ОНИ С ВЕСЬ ПОДРОБНОСТЬ В ВИДЕ НЕБОЛЬШОЙ ЭССЕ,notLF
179, УДИВИТЕЛЬНЫЙ БЫТЬ НЕ ТО ЧТО ТЯГОСТНЫЙ ВОСПОМИНАНИЕ НЕ ОТРАЖАТЬСЯ ОТРИЦАТЕЛЬНО НА ПОКАЗАТЕЛЬ ЗДОРОВЬЕ ИСПЫТУЕМЫЙ А ТО ЧТО ВЕСЬ ОНИ ПОСЛЕ ЭТО ПОЧУВСТВОВАТЬ СЕБЯ ХОРОШО И ЭТОТ ОЩУЩЕНИЕ ПРОДЕРЖАТЬСЯ У ОНИ ОКОЛО ЧЕТЫРЕ МЕСЯЦ ПОСЛЕ ЗАВЕРШЕНИЕ ЭКСПЕРИМЕНТ,notLF
180, ЗДЕСЬ УМЕСТНЫЙ СОПОСТАВЛЯТЬ ЭТОТ РЕЗУЛЬТАТ С ИЗВЕСТНЫЙ ФЕНОМЕН ОСВОБОЖДЕНИЕ ОТ ТО ЧТО ГНЕСТИ ДУША ПРИ ПОМОЩИ ТВОРЧЕСТВО,notLF
181, НО С ДРУГОЙ СТОРОНА МОЖНО ЛИ НАЗЫВАТЬ ТВОРЕЦ ВСЯКИЙ ИСПЫТУЕМЫЙ ЕСЛИ ОН ПЕРЕНОСИТЬ СВОЙ ВОСПОМИНАНИЕ НА БУМАГА,notLF
182, ОСВОБОЖДАТЬСЯ ЛИ ОН ОТ ОНИ КАК ОСВОБОЖДАТЬСЯ ПИСАТЕЛЬ ВОПЛОЩАТЬ ТО ЧТО ГНЕСТИ ОН В ОБРАЗ И СЮЖЕТ,notLF
183, К ТО ЖЕ НЕ СТОИТЬ ВПАДАТЬ В ИЗВЕСТНЫЙ ЗАБЛУЖДЕНИЕ И ОТОЖДЕСТВЛЯТЬ ПИСАТЕЛЬ С ОН ГЕРОЙ И МОТИВ ОН ПРОИЗВЕДЕНИЕ МОЧЬ НЕ ИМЕТЬ НИЧТО ОБЩИЙ С СОБЫТИЕ ОН ЖИЗНЬ А БРАТЬ НАЧАЛО ЛИШЬ В ВООБРАЖЕНИЕ ПИСАТЕЛЬ,LF
184, ТЕМ НЕ МЕНЕЕ МНОГИЕ ПСИХОЛОГ СЧИТАТЬ ЧТО ОСВОБОЖДЕНИЕ ОТ ТЯГОСТНЫЙ ВОСПОМИНАНИЕ ПУТЕМ ВОЗВРАТ К ОНИ ОСМЫСЛЕНИЕ И ЗАПИСЬ ТОЖЕ СВОЙ РОД ТВОРЧЕСТВО ПО КРАЙНЕЙ МЕРЕ ДУШЕВНЫЙ РАБОТА И ПЕРЕЖИВАНИЕ ТРЕБОВАТЬ УСИЛИЕ,notLF
185, ПСИХОЛОГ УСТАНАВЛИВАТЬ ТАКЖЕ ЧТО ДАЖЕ ЧЕЛОВЕК НЕРВНЫЙ ПОСТОЯННО ЖАЛОВАТЬСЯ НА БОЛЬ В ВЕСЬ ЧАСТЬ ТЕЛО НА СЛАБОСТЬ ГОЛОВОКРУЖЕНИЕ И ДРУГОЙ БОЛЕЗНЕННЫЙ ЯВЛЕНИЕ БЫВАТЬ У ВРАЧ НЕ ЧАСТО ЧЕМ ОНИ ЖИЗНЕРАДОСТНЫЙ СВЕРСТНИК И УХОДИТЬ ИЗ ЖИЗНЬ НЕ РАНО ОПТИМИСТ,LF
186, ИНОЙ СЛОВО ДАЖЕ ГЛУБОКИЙ ПЕССИМИЗМ НЕ ПОВЕДЕНЧЕСКИЙ НЕ ЗАЩИТНЫЙ НЕ КОНСТРУКТИВНЫЙ А ИМЕННО ГЛУБОКИЙ И ВСЕОХВАТЫВАЮЩИЙ ПЕССИМИЗМ НИСКОЛЬКО НЕ ВРЕДИТЬ ЗДОРОВЬЕ,notLF
187, ПЕССИМИСТ БЫТЬ НЕМЕЦКИЙ ФИЛОСОФ ШОПЕНГАУЭР КОТОРЫЙ НЕ БЕЗ ОСНОВАНИЕ ПОЛАГАТЬ ЧТО СТРАДАНИЕ СЛУЖИТЬ ИСТОЧНИК ВЕЛИКИЙ ДЕЛО ИБО УДЕСЯТЕРЯТЬ СИЛА И ЗАСТАВЛЯТЬ БЫТЬ ИЗОБРЕТАТЕЛЬНЫЙ,notLF
188, ВСЕ ИЗВЕСТНЫЙ ФРАЗА НАПОЛЕОН КОТОРЫЙ ОН ПРОИЗНОСИТЬ КОГДА ОН СПРАШИВАТЬ В ЧТО ГЛАВНЫЙ СЕКРЕТ ОН СТРАТЕГИЯ НАДО НЕ РАЗДУМЫВАТЬ ВВЯЗЫВАТЬСЯ В БОЙ А ТАМ ВИДНО БЫТЬ,LF
189, ЭТОТ ПРИНЦИП ИСПОВЕДОВАТЬ БОЛЬШИНСТВО СТРАТЕГИЧЕСКИЙ ОПТИМИСТ,notLF
190, НО ВСПОМИНАТЬ ЭТОТ ПРИНЦИП БЫТЬ ХОРОШИЙ ПРИ МАРЕНГО ПРИ АУСТЕРЛИЦ НО ОКАЗЫВАТЬСЯ НЕГОДНЫЙ ПОД МОСКВА ЛЕЙПЦИГ И ВАТЕРЛОО,notLF
191, ВОЗМОЖНО ПОДХОД АМЕРИКАНСКИЙ ПСИХОЛОГ И ПЕРЕСМОТР ОНИ ПОЗИЦИЯ В ОТНОШЕНИИ РОЛЬ ОПТИМИЗМ И ПСИХИЧЕСКИЙ ЗДОРОВЬЕ НАЦИЯ СВЯЗЫВАТЬ С ШИРОКИЙ ПРАКТИКА ПСИХОАНАЛИЗ И ПСИХОТЕРАПИЯ В США И НЕОБХОДИМОСТЬ ИСКАТЬ НОВЫЙ СПОСОБ ВОЗДЕЙСТВИЕ НА ПАЦИЕНТ,LF
192, К ТО ЖЕ СОБЫТИЕ 11 СЕНТЯБРЬ ПРОШЛЫЙ ГОД СУЩЕСТВЕННО ПОКОЛЕБАТЬ ПОЧВА ДЛЯ БЕЗУДЕРЖНЫЙ ОПТИМИЗМ АМЕРИКАНЕЦ И ЗАСТАВЛЯТЬ МНОГИЕ УСОМНИТЬСЯ В НАДЕЖНОСТЬ И БЕЗОПАСНОСТЬ ОКРУЖАТЬ ОНИ МИР,notLF
193, ДЛЯ АМЕРИКАНСКИЙ ПСИХОЛОГ ПОЯВЛЯТЬСЯ НОВЫЙ ЗАДАЧА И НОВЫЙ ВОЗМОЖНОСТЬ ПРОВЕРЯТЬ СВОЙ ВЫВОД О РОЛЬ ОПТИМИЗМ И ПЕССИМИЗМ В СОХРАНЕНИЕ ПСИХИЧЕСКИЙ И ФИЗИЧЕСКИЙ ЗДОРОВЬЕ,notLF
194, ПРИСУЖДЕНИЕ НОБЕЛЕВСКИЙ ПРЕМИЯ ЭТОТ ГОД В ОБЛАСТЬ ФИЗИОЛОГИЯ И МЕДИЦИНА ПРОХОДИТЬ ПОД ЗНАК ТОЧНЫЙ НАУКА,LF
195, ЛАУРЕАТ СТАНОВИТЬСЯ НЕ ВРАЧ И ДАЖЕ НЕ БИОЛОГ,notLF
196, ХИМИК ПОЛ ЛОТЕРБУР США И ФИЗИК ПИТЕР МЭНСФИЛД ВЕЛИКОБРИТАНИЯ ДЕЛАТЬ ФУНДАМЕНТАЛЬНЫЙ ОТКРЫТИЕ КОТОРЫЙ ПРИВОДИТЬ К РАЗВИТИЕ МАГНИТНЫЙ РЕЗОНАНСНЫЙ ТОМОГРАФИЯ СТАНОВИТЬСЯ НАСТОЯЩИЙ ПРОРЫВ В МЕДИЦИНА,LF
197, МЕТОД МРТ ОСНОВЫВАТЬ НА ДВА ПРОСТОЙ ФАКТ НА ТО ЧТО ЧЕЛОВЕЧЕСКИЙ ТЕЛО НА ДВА ТРЕТЬ СОСТОЯТЬ ИЗ ВОДА И НА СВОЙСТВО ПРОТОН ВХОДИТЬ В СОСТАВ МОЛЕКУЛА ВОДА ИЗМЕНЯТЬ СВОЙ ПОВЕДЕНИЕ В МАГНИТНЫЙ ПОЛЕ,LF
198, ПРИ ВОЗДЕЙСТВИЕ РАДИОЧАСТОТНЫЙ ИМПУЛЬС НА БИОЛОГИЧЕСКИЙ ОБЪЕКТ ПОМЕЩАТЬ В МАГНИТНЫЙ ПОЛЕ ПРОИСХОДИТЬ ПОГЛОЩЕНИЕ ОНИ ЭНЕРГИЯ ПРОТОН С ПОСЛЕДУЮЩИЙ ВЫСВОБОЖДЕНИЕ В ВИДЕ ОТВЕТНЫЙ СИГНАЛ ЭФФЕКТ МАГНИТНЫЙ РЕЗОНАНС,notLF
199, ЭТОТ ОТКРЫТИЕ БЫТЬ ОТМЕЧАТЬ НОБЕЛЕВСКИЙ ПРЕМИЯ ПО ФИЗИКА В 1952 ГОД,notLF
200, В ТЕЧЕНИЕ ПОСЛЕДУЮЩИЙ ДЕСЯТИЛЕТИЕ МАГНИТНЫЙ РЕЗОНАНС ИСПОЛЬЗОВАТЬ ГЛАВНЫЙ ОБРАЗ В РАБОТА ПО ИЗУЧЕНИЕ ХИМИЧЕСКИЙ СТРУКТУРА РАЗЛИЧНЫЙ ВЕЩЕСТВО,notLF
201, В НАЧАЛО 70-Й ГОД ЛАУРЕАТ НОБЕЛЕВСКИЙ ПРЕМИЯ ЭТОТ ГОД ПЕРВЫЙ ПРОВОДИТЬ ИССЛЕДОВАНИЕ КОТОРЫЙ ВПОСЛЕДСТВИИ ДЕЛАТЬ ВОЗМОЖНЫЙ ПРИМЕНЕНИЕ МАГНИТНЫЙ РЕЗОНАНС В МЕДИЦИНА,notLF
202, ДЕЛО В ТО ЧТО ПАТОЛОГИЧЕСКИЙ ПРОЦЕСС ПРИ МНОГИЕ ЗАБОЛЕВАНИЕ ЯВЛЯТЬСЯ РЕЗУЛЬТАТ ИЗМЕНЕНИЕ СОДЕРЖАНИЕ ВОДА И ЭТО ХОРОШО ВИДНЫЙ ПРИ МРТ,notLF
203, 74-ЛЕТНИЙ ПОЛ ЛОТЕРБУР УНИВЕРСИТЕТ ШТАТ ИЛЛИНОЙС США ОТКРЫВАТЬ ВОЗМОЖНОСТЬ ПОЛУЧЕНИЕ ДВУМЕРНЫЙ ИЗОБРАЖЕНИЕ БЛАГОДАРЯ СОЗДАНИЕ ГРАДИЕНТ В МАГНИТНЫЙ ПОЛЕ ВОЗРАСТАНИЕ ПОСЛЕДНИЙ В ЗАДАВАТЬ НАПРАВЛЕНИЕ,notLF
204, АНАЛИЗИРОВАТЬ ХАРАКТЕРИСТИКА ИЗЛУЧАТЬ РАДИОВОЛНА ОН МОЧЬ ОПРЕДЕЛЯТЬ ОНИ ПРОИСХОЖДЕНИЕ,notLF
205, ЭТО ПОЗВОЛЯТЬ СОЗДАВАТЬ ДВУМЕРНЫЙ КАРТИНКА КОТОРЫЙ НЕ МОЧЬ БЫТЬ ВИЗУАЛИЗИРОВАТЬ ДРУГОЙ МЕТОД,notLF
206, 70-ЛЕТНИЙ ПИТЕР МЭНСФИЛД НОТТИНГЕМСКИЙ УНИВЕРСИТЕТ ВЕЛИКОБРИТАНИЯ ДАЛЕЕ РАЗВИВАТЬ ИСПОЛЬЗОВАНИЕ ГРАДИЕНТ В МАГНИТНЫЙ ПОЛЕ,notLF
207, ОН ПОКАЗЫВАТЬ КАК СИГНАЛ МОЧЬ БЫТЬ АНАЛИЗИРОВАТЬ МАТЕМАТИЧЕСКИ И ЭТО ПОЗВОЛЯТЬ РАЗВИВАТЬ ТЕХНОЛОГИЯ ИЗОБРАЖЕНИЕ,notLF
208, МЭНСФИЛД ТАКЖЕ ПОКАЗЫВАТЬ КАК ЧРЕЗВЫЧАЙНО БЫСТРО МОЧЬ БЫТЬ ПОЛУЧАТЬ ИЗОБРАЖЕНИЕ,notLF
209, ПЕРВЫЙ МАГНИТНЫЙ РЕЗОНАНСНЫЙ ТОМОГРАФ ПОЯВЛЯТЬСЯ В МЕДИЦИНА В НАЧАЛО 80-Й ГОД,LF
210, СЕЙЧАС МАГНИТНЫЙ РЕЗОНАНСНЫЙ ТОМОГРАФИЯ ОБЫЧНЫЙ МЕТОД ДИАГНОСТИКА,notLF
211, В МИР ЕЖЕГОДНО ПРОВОДИТЬ БОЛЕЕ 60 МИЛЛИОН ТАКОЙ ИССЛЕДОВАНИЕ И ДАННЫЙ МЕТОД ПРОДОЛЖАТЬ СТРЕМИТЕЛЬНО РАЗВИВАТЬСЯ,LF
212, МРТ ЗАМЕНЯТЬ СРАЗУ НЕСКОЛЬКО ИНВАЗИВНЫЙ СПОСОБ ИССЛЕДОВАНИЕ И ВСЛЕДСТВИЕ ЭТО УМЕНЬШАТЬ РИСК И ДИСКОМФОРТ ДЛЯ МНОГИЕ БОЛЬНОЙ,notLF
213, ЧЕЛОВЕК ПОМЕЩАТЬ ВНУТРЬ БОЛЬШОЙ МАГНИТ ГДЕ ИМЕТЬСЯ ДОВОЛЬНО СИЛЬНЫЙ ПОСТОЯННЫЙ МАГНИТНЫЙ ПОЛЕ ОРИЕНТИРОВАТЬ В БОЛЬШИНСТВО АППАРАТ ВДОЛЬ ТЕЛО ПАЦИЕНТ,notLF
214, ПОД ВОЗДЕЙСТВИЕ ЭТОТ ПОЛЕ ЯДРО АТОМ ВОДОРОД В ТЕЛО ИССЛЕДОВАТЬ КОТОРЫЙ ПРЕДСТАВЛЯТЬ СЕБЯ МАЛЕНЬКИЙ МАГНИТИК КАЖДЫЙ МАГНИТИК С СВОЙ СЛАБЫЙ МАГНИТНЫЙ ПОЛЕ ОРИЕНТИРОВАТЬСЯ ОПРЕДЕЛЕННЫЙ ОБРАЗ ОТНОСИТЕЛЬНО СИЛЬНЫЙ ПОЛЕ МАГНИТ,notLF
215, ДОБАВЛЯТЬ СЛАБЫЙ ПЕРЕМЕННЫЙ МАГНИТНЫЙ ПОЛЕ К ПОСТОЯННЫЙ ВЫБИРАТЬ ОБЛАСТЬ ИЗОБРАЖЕНИЕ КОТОРЫЙ НАДО ПОЛУЧАТЬ,notLF
216, ЗАТЕМ ПАЦИЕНТ ОБЛУЧАТЬ РАДИОВОЛНА ПРИЧЕМ ОНИ ЧАСТОТА ПОДСТРАИВАТЬ ТАКОЙ ОБРАЗ ЧТОБЫ ПРОТОН В ОН ТЕЛО МОЧЬ ПОГЛОЩАТЬ ЧАСТЬ ЭНЕРГИЯ РАДИОВОЛНА И ИЗМЕНЯТЬ ОРИЕНТАЦИЯ СВОЙ МАГНИТНЫЙ ПОЛЕ ОТНОСИТЕЛЬНО НАПРАВЛЕНИЕ ПОСТОЯННЫЙ МАГНИТНЫЙ ПОЛЕ,notLF
217, СРАЗУ ЖЕ ПОСЛЕ ПРЕКРАЩЕНИЕ ОБЛУЧЕНИЕ ПАЦИЕНТ РАДИОВОЛНА ПРОТОН СТАТЬ ВОЗВРАЩАТЬСЯ В СВОЙ ПЕРВОНАЧАЛЬНЫЙ СОСТОЯНИЕ ОБРАЗОВЫВАТЬ РЕЗОНАНСНЫЙ ВОЛНА И ЭТО БЫТЬ ВЫЗЫВАТЬ ПОЯВЛЕНИЕ ЭЛЕКТРИЧЕСКИЙ ТОК В ПРИЕМНЫЙ КАТУШКА ТОМОГРАФ,notLF
218, РЕГИСТРИРОВАТЬ ТОК ЯВЛЯТЬСЯ МР СИГНАЛ ОНИ ПРЕОБРАЗОВЫВАТЬ КОМПЬЮТЕР И ИСПОЛЬЗОВАТЬ ДЛЯ ПОСТРОЕНИЕ ИЗОБРАЖЕНИЕ,notLF
219, КОНТРАСТНОСТЬ ТКАНЬ ОТРАЖАТЬ ОСОБЕННОСТЬ ВНУТРЕННИЙ ЯДЕРНЫЙ СТРУКТУРА ВЕЩЕСТВО И ОНА ЗАВИСЕТЬ ОТ РЯД ТАКОЙ ФАКТОР КАК СТРОЕНИЕ ВЕЩЕСТВО ВЗАИМОДЕЙСТВИЕ МЕЖДУ МОЛЕКУЛА МОЛЕКУЛЯРНЫЙ ДВИЖЕНИЕ ДИФФУЗИЯ КРОВОТОК ЧТО НЕ ТОЛЬКО ПОЗВОЛЯТЬ ДИФФЕРЕНЦИРОВАТЬ НА ИЗОБРАЖЕНИЕ ПАТОЛОГИЧЕСКИЙ И ЗДОРОВЫЙ ТКАНЬ НО И ДАВАТЬ ВОЗМОЖНОСТЬ НАБЛЮДАТЬ ОТРАЖЕНИЕ ФУНКЦИОНАЛЬНЫЙ ДЕЯТЕЛЬНОСТЬ ОТДЕЛЬНЫЙ СТРУКТУРА,notLF
220, ВЫБИРАТЬ ФОРМА ОБЛУЧАТЬ РАДИОВОЛНОВОЙ СИГНАЛ ИЛИ ИМПУЛЬСНЫЙ ПОСЛЕДОВАТЕЛЬНОСТЬ МОЖНО ВЫДЕЛЯТЬ ВЛИЯНИЕ НА ТКАНЕВЫЙ КОНТРАСТНОСТЬ ОДИН КАКОЙ-НИБУДЬ ПАРАМЕТР И ОДИН И ТОТ ЖЕ ТКАНЬ НА ОДИН ТОМОГРАММА МОЧЬ ПОЛУЧАТЬСЯ СВЕТЛЫЙ А НА ДРУГОЙ МОЧЬ ПОЛУЧАТЬСЯ ТЕМНЫЙ,notLF
221, НА МРТ ПОСЛЕДНИЙ ПОКОЛЕНИЕ МОЖНО ОБНАРУЖИВАТЬ МИНИМАЛЬНЫЙ ИЗМЕНЕНИЕ В КОЛЕБАНИЕ ЯДРО,notLF
222, БЛАГОДАРЯ КОМПЬЮТЕРНЫЙ ОБРАБОТКА СТАНОВИТЬСЯ ВОЗМОЖНЫЙ СТРОИТЬ ТРЕХМЕРНЫЙ ИЗОБРАЖЕНИЕ КОТОРЫЙ ОТРАЖАТЬ ХИМИЧЕСКИЙ СТРУКТУРА ТКАНЬ ВКЛЮЧАЯ ИЗМЕНЕНИЕ В СОДЕРЖАНИЕ ВОДА И В ДВИЖЕНИЕ ОНА МОЛЕКУЛА,notLF
223, В РЕЗУЛЬТАТ ПОЛУЧАТЬСЯ ОЧЕНЬ ПОДРОБНЫЙ ИЗОБРАЖЕНИЕ ТКАНЬ И ОРГАН В ИССЛЕДОВАТЬ ЧАСТЬ ТЕЛО,LF
224, ТАКОЙ ЖЕ СПОСОБ МОЧЬ БЫТЬ ОБНАРУЖИВАТЬ ПАТОЛОГИЧЕСКИЙ ИЗМЕНЕНИЕ НА САМЫЙ РАННИЙ СТАДИЯ,LF
225, БОЛЬШОЙ ПРЕИМУЩЕСТВО МРТ СОСТОЯТЬ В ТО ЧТО ОНА НЕ ПРИЧИНЯТЬ ПАЦИЕНТ ВРЕД,LF
226, ЭТОТ МЕТОД НЕ ИСПОЛЬЗОВАТЬ ИОНИЗИРОВАТЬ ИЗЛУЧЕНИЕ В ОТЛИЧИЕ ОТ ОБЫЧНЫЙ РЕНТГЕНОВСКИЙ ИЗЛУЧЕНИЕ ИЛИ КОМПЬЮТЕРНЫЙ ТОМОГРАФИЯ ПИОНЕР ОНА ПРИМЕНЕНИЕ В МЕДИЦИНА БЫТЬ ОТМЕЧАТЬ НОБЕЛЕВСКИЙ ПРЕМИЯ 1979 ГОД,notLF
227, БЫТЬ ЛИШЬ ДВА ОСНОВНОЙ ГРУППА БОЛЬНОЙ КОТОРЫЙ ЭТОТ МЕТОД ПРОТИВОПОКАЗАННЫЙ,notLF
228, ЭТО ПАЦИЕНТ ИМЕТЬ В ТЕЛО МЕТАЛЛИЧЕСКИЙ ПРЕДМЕТ НАПРИМЕР КАРДИОСТИМУЛЯТОР А ТАКЖЕ СТРАДАТЬ КЛАУСТРОФОБИЯ,LF
229, СЕГОДНЯ МРТ ИСПОЛЬЗОВАТЬ ДЛЯ ИССЛЕДОВАНИЕ ПОЧТИ ВЕСЬ ОРГАН,notLF
230, ДАННЫЙ ТЕХНОЛОГИЯ ОСОБЕННО ЦЕННЫЙ ДЛЯ ДЕТАЛЬНЫЙ ИЗОБРАЖЕНИЕ ГОЛОВНОЙ И СПИННОЙ МОЗГ,notLF
